
0.000000e+00  1.000000e+00 5.000000e-01
3.333333e-01  1.077348e+00 4.640884e-01
6.666667e-01  1.148317e+00 4.258112e-01
1.000000e+00  1.212549e+00 3.853929e-01
1.333333e+00  1.269727e+00 3.430687e-01
1.666667e+00  1.319574e+00 2.990829e-01
2.000000e+00  1.361855e+00 2.536877e-01
2.333333e+00  1.396379e+00 2.071417e-01
2.666667e+00  1.422997e+00 1.597085e-01
3.000000e+00  1.441606e+00 1.116549e-01
3.333333e+00  1.452148e+00 6.325002e-02
3.666667e+00  1.454608e+00 1.476308e-02
4.000000e+00  1.449019e+00 -3.353755e-02
4.333333e+00  1.435454e+00 -8.138603e-02
4.666667e+00  1.414034e+00 -1.285205e-01
5.000000e+00  1.384920e+00 -1.746845e-01
5.333333e+00  1.348315e+00 -2.196284e-01
5.666667e+00  1.304464e+00 -2.631105e-01
6.000000e+00  1.253647e+00 -3.048987e-01
6.333333e+00  1.196185e+00 -3.447716e-01
6.666667e+00  1.132432e+00 -3.825193e-01
7.000000e+00  1.062775e+00 -4.179451e-01
7.333333e+00  9.876303e-01 -4.508661e-01
7.666667e+00  9.074446e-01 -4.811143e-01
8.000000e+00  8.226883e-01 -5.085372e-01
8.333333e+00  7.338552e-01 -5.329991e-01
8.666667e+00  6.414583e-01 -5.543810e-01
9.000000e+00  5.460280e-01 -5.725820e-01
9.333333e+00  4.481082e-01 -5.875189e-01
9.666667e+00  3.482536e-01 -5.991273e-01
1.000000e+01  2.470267e-01 -6.073616e-01
1.033333e+01  1.449942e-01 -6.121947e-01
1.066667e+01  4.272444e-02 -6.136189e-01
1.100000e+01  -5.921639e-02 -6.116450e-01
1.133333e+01  -1.602669e-01 -6.063028e-01
1.166667e+01  -2.598736e-01 -5.976403e-01
1.200000e+01  -3.574942e-01 -5.857238e-01
1.233333e+01  -4.526004e-01 -5.706371e-01
1.266667e+01  -5.446806e-01 -5.524811e-01
1.300000e+01  -6.332428e-01 -5.313730e-01
1.333333e+01  -7.178171e-01 -5.074458e-01
1.366667e+01  -7.979583e-01 -4.808472e-01
1.400000e+01  -8.732481e-01 -4.517389e-01
1.433333e+01  -9.432974e-01 -4.202957e-01
1.466667e+01  -1.007748e+00 -3.867041e-01
1.500000e+01  -1.066275e+00 -3.511616e-01
1.533333e+01  -1.118588e+00 -3.138753e-01
1.566667e+01  -1.164431e+00 -2.750610e-01
1.600000e+01  -1.203588e+00 -2.349414e-01
1.633333e+01  -1.235879e+00 -1.937454e-01
1.666667e+01  -1.261163e+00 -1.517066e-01
1.700000e+01  -1.279340e+00 -1.090620e-01
1.733333e+01  -1.290349e+00 -6.605033e-02
1.766667e+01  -1.294167e+00 -2.291143e-02
1.800000e+01  -1.290815e+00 2.011573e-02
1.833333e+01  -1.280349e+00 6.279402e-02
1.866667e+01  -1.262867e+00 1.048896e-01
1.900000e+01  -1.238505e+00 1.461731e-01
1.933333e+01  -1.207435e+00 1.864209e-01
1.966667e+01  -1.169866e+00 2.254165e-01
2.000000e+01  -1.126040e+00 2.629511e-01
2.033333e+01  -1.076236e+00 2.988257e-01
2.066667e+01  -1.020761e+00 3.328510e-01
2.100000e+01  -9.599527e-01 3.648495e-01
2.133333e+01  -8.941768e-01 3.946553e-01
2.166667e+01  -8.238241e-01 4.221162e-01
2.200000e+01  -7.493086e-01 4.470931e-01
2.233333e+01  -6.710649e-01 4.694619e-01
2.266667e+01  -5.895460e-01 4.891135e-01
2.300000e+01  -5.052203e-01 5.059541e-01
2.333333e+01  -4.185692e-01 5.199065e-01
2.366667e+01  -3.300844e-01 5.309093e-01
2.400000e+01  -2.402647e-01 5.389181e-01
2.433333e+01  -1.496138e-01 5.439052e-01
2.466667e+01  -5.863718e-02 5.458598e-01
2.500000e+01  3.216078e-02 5.447878e-01
2.533333e+01  1.222794e-01 5.407118e-01
2.566667e+01  2.112246e-01 5.336710e-01
2.600000e+01  2.985113e-01 5.237206e-01
2.633333e+01  3.836666e-01 5.109317e-01
2.666667e+01  4.662317e-01 4.953906e-01
2.700000e+01  5.457648e-01 4.771985e-01
2.733333e+01  6.218432e-01 4.564704e-01
2.766667e+01  6.940657e-01 4.333349e-01
2.800000e+01  7.620545e-01 4.079330e-01
2.833333e+01  8.254575e-01 3.804178e-01
2.866667e+01  8.839496e-01 3.509528e-01
2.900000e+01  9.372349e-01 3.197116e-01
2.933333e+01  9.850477e-01 2.868767e-01
2.966667e+01  1.027154e+00 2.526382e-01
3.000000e+01  1.063353e+00 2.171931e-01
3.033333e+01  1.093477e+00 1.807439e-01
3.066667e+01  1.117393e+00 1.434975e-01
3.100000e+01  1.135004e+00 1.056640e-01
3.133333e+01  1.146246e+00 6.745580e-02
3.166667e+01  1.151094e+00 2.908600e-02
3.200000e+01  1.149555e+00 -9.232511e-03
3.233333e+01  1.141674e+00 -4.728831e-02
3.266667e+01  1.127529e+00 -8.487259e-02
3.300000e+01  1.107232e+00 -1.217803e-01
3.333333e+01  1.080930e+00 -1.578113e-01
3.366667e+01  1.048801e+00 -1.927714e-01
3.400000e+01  1.011056e+00 -2.264732e-01
3.433333e+01  9.679329e-01 -2.587377e-01
3.466667e+01  9.197005e-01 -2.893943e-01
3.500000e+01  8.666534e-01 -3.182828e-01
3.533333e+01  8.091112e-01 -3.452532e-01
3.566667e+01  7.474167e-01 -3.701670e-01
3.600000e+01  6.819336e-01 -3.928982e-01
3.633333e+01  6.130448e-01 -4.133330e-01
3.666667e+01  5.411496e-01 -4.313713e-01
3.700000e+01  4.666618e-01 -4.469267e-01
3.733333e+01  3.900073e-01 -4.599270e-01
3.766667e+01  3.116216e-01 -4.703143e-01
3.800000e+01  2.319473e-01 -4.780459e-01
3.833333e+01  1.514317e-01 -4.830936e-01
3.866667e+01  7.052426e-02 -4.854444e-01
3.900000e+01  -1.032578e-02 -4.851003e-01
3.933333e+01  -9.067209e-02 -4.820778e-01
3.966667e+01  -1.700735e-01 -4.764087e-01
4.000000e+01  -2.480967e-01 -4.681388e-01
4.033333e+01  -3.243181e-01 -4.573282e-01
4.066667e+01  -3.983265e-01 -4.440507e-01
4.100000e+01  -4.697254e-01 -4.283932e-01
4.133333e+01  -5.381346e-01 -4.104554e-01
4.166667e+01  -6.031928e-01 -3.903489e-01
4.200000e+01  -6.645589e-01 -3.681970e-01
4.233333e+01  -7.219144e-01 -3.441332e-01
4.266667e+01  -7.749646e-01 -3.183010e-01
4.300000e+01  -8.234401e-01 -2.908530e-01
4.333333e+01  -8.670984e-01 -2.619497e-01
4.366667e+01  -9.057249e-01 -2.317589e-01
4.400000e+01  -9.391339e-01 -2.004544e-01
4.433333e+01  -9.671698e-01 -1.682154e-01
4.466667e+01  -9.897074e-01 -1.352252e-01
4.500000e+01  -1.006652e+00 -1.016701e-01
4.533333e+01  -1.017942e+00 -6.773870e-02
4.566667e+01  -1.023546e+00 -3.362051e-02
4.600000e+01  -1.023463e+00 4.949280e-04
4.633333e+01  -1.017727e+00 3.441915e-02
4.666667e+01  -1.006399e+00 6.796578e-02
4.700000e+01  -9.895737e-01 1.009516e-01
4.733333e+01  -9.673741e-01 1.331974e-01
4.766667e+01  -9.399526e-01 1.645291e-01
4.800000e+01  -9.074895e-01 1.947788e-01
4.833333e+01  -8.701919e-01 2.237852e-01
4.866667e+01  -8.282928e-01 2.513949e-01
