
0.000000e+00  1.000000e+00 5.000000e-01
3.333333e-01  1.083333e+00 4.666667e-01
6.666667e-01  1.161111e+00 4.305556e-01
1.000000e+00  1.232870e+00 3.918519e-01
1.333333e+00  1.298179e+00 3.507562e-01
1.666667e+00  1.356638e+00 3.074835e-01
2.000000e+00  1.407886e+00 2.622623e-01
2.333333e+00  1.451596e+00 2.153327e-01
2.666667e+00  1.487485e+00 1.669462e-01
3.000000e+00  1.515309e+00 1.173634e-01
3.333333e+00  1.534870e+00 6.685307e-02
3.666667e+00  1.546012e+00 1.569075e-02
4.000000e+00  1.548627e+00 -3.584298e-02
4.333333e+00  1.542653e+00 -8.746388e-02
4.666667e+00  1.528076e+00 -1.388857e-01
5.000000e+00  1.504928e+00 -1.898215e-01
5.333333e+00  1.473291e+00 -2.399858e-01
5.666667e+00  1.433294e+00 -2.890955e-01
6.000000e+00  1.385111e+00 -3.368720e-01
6.333333e+00  1.328966e+00 -3.830423e-01
6.666667e+00  1.265125e+00 -4.273412e-01
7.000000e+00  1.193902e+00 -4.695120e-01
7.333333e+00  1.115650e+00 -5.093088e-01
7.666667e+00  1.030765e+00 -5.464971e-01
8.000000e+00  9.396822e-01 -5.808559e-01
8.333333e+00  8.428729e-01 -6.121787e-01
8.666667e+00  7.408431e-01 -6.402744e-01
9.000000e+00  6.341307e-01 -6.649692e-01
9.333333e+00  5.233025e-01 -6.861069e-01
9.666667e+00  4.089514e-01 -7.035503e-01
1.000000e+01  2.916930e-01 -7.171820e-01
1.033333e+01  1.721626e-01 -7.269051e-01
1.066667e+01  5.101179e-02 -7.326439e-01
1.100000e+01  -7.109552e-02 -7.343443e-01
1.133333e+01  -1.934862e-01 -7.319744e-01
1.166667e+01  -3.154820e-01 -7.255249e-01
1.200000e+01  -4.364028e-01 -7.150088e-01
1.233333e+01  -5.555709e-01 -7.004621e-01
1.266667e+01  -6.723146e-01 -6.819430e-01
1.300000e+01  -7.859718e-01 -6.595325e-01
1.333333e+01  -8.958939e-01 -6.333335e-01
1.366667e+01  -1.001449e+00 -6.034704e-01
1.400000e+01  -1.102028e+00 -5.700887e-01
1.433333e+01  -1.197043e+00 -5.333545e-01
1.466667e+01  -1.285935e+00 -4.934530e-01
1.500000e+01  -1.368177e+00 -4.505885e-01
1.533333e+01  -1.443275e+00 -4.049826e-01
1.566667e+01  -1.510772e+00 -3.568734e-01
1.600000e+01  -1.570251e+00 -3.065144e-01
1.633333e+01  -1.621337e+00 -2.541727e-01
1.666667e+01  -1.663699e+00 -2.001281e-01
1.700000e+01  -1.697054e+00 -1.446714e-01
1.733333e+01  -1.721166e+00 -8.810299e-02
1.766667e+01  -1.735850e+00 -3.073080e-02
1.800000e+01  -1.740971e+00 2.713086e-02
1.833333e+01  -1.736450e+00 8.516324e-02
1.866667e+01  -1.722256e+00 1.430449e-01
1.900000e+01  -1.698415e+00 2.004534e-01
1.933333e+01  -1.665006e+00 2.570672e-01
1.966667e+01  -1.622161e+00 3.125674e-01
2.000000e+01  -1.570067e+00 3.666395e-01
2.033333e+01  -1.508960e+00 4.189750e-01
2.066667e+01  -1.439131e+00 4.692737e-01
