0.012855 -0.118301 0.231680 -0.111354 2.100858 6.164885, 0.231680, -0.047210, -0.397204, 0.113519, -1.078502, 3.420028
0.013536 -0.128640 0.240459 -0.122757 2.111705 6.154546, 0.240459, -0.051314, -0.396695, 0.115390, -1.076555, 3.420028
0.014226 -0.138975 0.249261 -0.134562 2.122946 6.144211, 0.249261, -0.055411, -0.396143, 0.117271, -1.074510, 3.420028
0.014928 -0.149318 0.258098 -0.146764 2.134575 6.133867, 0.258098, -0.059506, -0.395549, 0.119163, -1.072363, 3.420028
0.015642 -0.159683 0.266980 -0.159357 2.146583 6.123503, 0.266980, -0.063602, -0.394911, 0.121072, -1.070112, 3.420028
0.016370 -0.170078 0.275919 -0.172336 2.158966 6.113107, 0.275919, -0.067704, -0.394229, 0.122998, -1.067751, 3.420028
0.017114 -0.180516 0.284925 -0.185697 2.171717 6.102669, 0.284925, -0.071815, -0.393500, 0.124945, -1.065278, 3.420028
0.017874 -0.191006 0.294009 -0.199436 2.184832 6.092179, 0.294009, -0.075939, -0.392726, 0.126916, -1.062688, 3.420028
0.018652 -0.201557 0.303181 -0.213550 2.198306 6.081628, 0.303181, -0.080078, -0.391902, 0.128912, -1.059976, 3.420028
0.019449 -0.212179 0.312451 -0.228036 2.212135 6.071006, 0.312451, -0.084236, -0.391030, 0.130938, -1.057138, 3.420028
0.020267 -0.222881 0.321829 -0.242891 2.226315 6.060305, 0.321829, -0.088416, -0.390106, 0.132996, -1.054167, 3.420028
0.021107 -0.233670 0.331324 -0.258112 2.240841 6.049515, 0.331324, -0.092620, -0.389129, 0.135087, -1.051058, 3.420028
0.021971 -0.244557 0.340947 -0.273696 2.255708 6.038629, 0.340947, -0.096850, -0.388098, 0.137215, -1.047805, 3.420028
0.022860 -0.255547 0.350707 -0.289641 2.270914 6.027638, 0.350707, -0.101110, -0.387010, 0.139384, -1.044401, 3.420028
0.023776 -0.266650 0.360615 -0.305943 2.286452 6.016535, 0.360615, -0.105401, -0.385864, 0.141594, -1.040840, 3.420028
0.024720 -0.277873 0.370681 -0.322599 2.302318 6.005312, 0.370681, -0.109725, -0.384656, 0.143850, -1.037113, 3.420028
0.025695 -0.289225 0.380914 -0.339605 2.318505 5.993961, 0.380914, -0.114084, -0.383386, 0.146155, -1.033214, 3.420028
0.026702 -0.300711 0.391326 -0.356957 2.335007 5.982474, 0.391326, -0.118480, -0.382050, 0.148511, -1.029133, 3.420028
0.027743 -0.312340 0.401928 -0.374650 2.351817 5.970846, 0.401928, -0.122914, -0.380647, 0.150921, -1.024863, 3.420028
0.028821 -0.324118 0.412731 -0.392677 2.368927 5.959067, 0.412731, -0.127389, -0.379173, 0.153389, -1.020393, 3.420028
0.029937 -0.336054 0.423746 -0.411032 2.386327 5.947131, 0.423746, -0.131906, -0.377625, 0.155919, -1.015714, 3.420028
0.031093 -0.348153 0.434985 -0.429708 2.404007 5.935032, 0.434985, -0.136465, -0.376002, 0.158513, -1.010815, 3.420028
0.032293 -0.360423 0.446461 -0.448694 2.421955 5.922762, 0.446461, -0.141068, -0.374299, 0.161175, -1.005686, 3.420028
0.033539 -0.372870 0.458186 -0.467982 2.440157 5.910315, 0.458186, -0.145716, -0.372514, 0.163909, -1.000314, 3.420028
0.034833 -0.385500 0.470173 -0.487557 2.458596 5.897685, 0.470173, -0.150409, -0.370644, 0.166719, -0.994687, 3.420028
0.036179 -0.398320 0.482437 -0.507407 2.477257 5.884866, 0.482437, -0.155148, -0.368686, 0.169610, -0.988793, 3.420028
0.037579 -0.411333 0.494991 -0.527515 2.496117 5.871852, 0.494991, -0.159933, -0.366635, 0.172584, -0.982617, 3.420028
0.039036 -0.424547 0.507850 -0.547863 2.515153 5.858638, 0.507850, -0.164763, -0.364490, 0.175647, -0.976145, 3.420028
0.040555 -0.437965 0.521029 -0.568428 2.534340 5.845221, 0.521029, -0.169639, -0.362247, 0.178802, -0.969362, 3.420028
0.042137 -0.451590 0.534544 -0.589186 2.553647 5.831595, 0.534544, -0.174559, -0.359902, 0.182055, -0.962252, 3.420028
0.043788 -0.465426 0.548410 -0.610109 2.573041 5.817759, 0.548410, -0.179521, -0.357452, 0.185411, -0.954800, 3.420028
0.045510 -0.479474 0.562645 -0.631163 2.592482 5.803711, 0.562645, -0.184525, -0.354895, 0.188873, -0.946988, 3.420028
0.047309 -0.493734 0.577264 -0.652313 2.611926 5.789451, 0.577264, -0.189567, -0.352228, 0.192447, -0.938799, 3.420028
0.049187 -0.508205 0.592285 -0.673517 2.631326 5.774980, 0.592285, -0.194644, -0.349448, 0.196137, -0.930215, 3.420028
0.051149 -0.522884 0.607724 -0.694726 2.650624 5.760302, 0.607724, -0.199752, -0.346553, 0.199948, -0.921218, 3.420028
0.053200 -0.537764 0.623599 -0.715888 2.669760 5.745422, 0.623599, -0.204887, -0.343543, 0.203886, -0.911790, 3.420028
0.055343 -0.552837 0.639924 -0.736942 2.688665 5.730349, 0.639924, -0.210041, -0.340415, 0.207953, -0.901914, 3.420028
0.057583 -0.568091 0.656716 -0.757821 2.707262 5.715094, 0.656716, -0.215210, -0.337172, 0.212154, -0.891573, 3.420028
0.059924 -0.583512 0.673990 -0.778452 2.725466 5.699673, 0.673990, -0.220383, -0.333813, 0.216493, -0.880749, 3.420028
0.062370 -0.599080 0.691759 -0.798753 2.743185 5.684106, 0.691759, -0.225553, -0.330342, 0.220972, -0.869430, 3.420028
0.064926 -0.614771 0.710035 -0.818634 2.760319 5.668415, 0.710035, -0.230708, -0.326762, 0.225594, -0.857600, 3.420028
0.067593 -0.630557 0.728828 -0.837999 2.776760 5.652629, 0.728828, -0.235838, -0.323080, 0.230359, -0.845249, 3.420028
0.070376 -0.646404 0.748147 -0.856747 2.792394 5.636781, 0.748147, -0.240928, -0.319302, 0.235269, -0.832367, 3.420028
0.073278 -0.662275 0.768000 -0.874769 2.807099 5.620910, 0.768000, -0.245965, -0.315438, 0.240323, -0.818949, 3.420028
0.076300 -0.678127 0.788390 -0.891953 2.820751 5.605059, 0.788390, -0.250934, -0.311500, 0.245519, -0.804991, 3.420028
0.079445 -0.693911 0.809323 -0.908182 2.833221 5.589274, 0.809323, -0.255819, -0.307500, 0.250855, -0.790492, 3.420028
0.082713 -0.709576 0.830802 -0.923341 2.844378 5.573609, 0.830802, -0.260605, -0.303455, 0.256326, -0.775454, 3.420028
0.086107 -0.725067 0.852833 -0.937312 2.854090 5.558118, 0.852833, -0.265274, -0.299382, 0.261929, -0.759879, 3.420028
0.089627 -0.740326 0.875422 -0.949980 2.862229 5.542859, 0.875422, -0.269811, -0.295300, 0.267658, -0.743771, 3.420028
0.093275 -0.755292 0.898581 -0.961230 2.868663 5.527893, 0.898581, -0.274201, -0.291228, 0.273510, -0.727133, 3.420028
0.097053 -0.769904 0.922325 -0.970952 2.873264 5.513281, 0.922325, -0.278427, -0.287191, 0.279479, -0.709969, 3.420028
0.100962 -0.784095 0.946676 -0.979034 2.875902 5.499090, 0.946676, -0.282474, -0.283211, 0.285560, -0.692280, 3.420028
0.105532 -0.799504 0.974892 -0.986040 2.876357 5.483682, 0.974892, -0.286804, -0.278825, 0.292545, -0.671706, 3.420028
0.110068 -0.813560 1.002678 -0.990511 2.874123 5.469625, 1.002678, -0.290695, -0.274766, 0.299345, -0.651399, 3.420028
0.114572 -0.826317 1.030102 -0.992612 2.869363 5.456869, 1.030102, -0.294176, -0.271036, 0.305970, -0.631348, 3.420028
0.119050 -0.837818 1.057231 -0.992490 2.862221 5.445367, 1.057231, -0.297274, -0.267634, 0.312425, -0.611535, 3.420028
0.123506 -0.848100 1.084129 -0.990271 2.852816 5.435085, 1.084129, -0.300010, -0.264564, 0.318717, -0.591941, 3.420028
0.127943 -0.857192 1.110857 -0.986060 2.841251 5.425993, 1.110857, -0.302403, -0.261825, 0.324852, -0.572551, 3.420028
0.132366 -0.865114 1.137466 -0.979952 2.827614 5.418072, 1.137466, -0.304468, -0.259421, 0.330833, -0.553348, 3.420028
0.136778 -0.871877 1.164002 -0.972029 2.811984 5.411308, 1.164002, -0.306215, -0.257356, 0.336661, -0.534324, 3.420028
0.141180 -0.877489 1.190503 -0.962362 2.794432 5.405696, 1.190503, -0.307655, -0.255634, 0.342334, -0.515469, 3.420028
0.145574 -0.881953 1.217000 -0.951019 2.775025 5.401232, 1.217000, -0.308793, -0.254258, 0.347852, -0.496781, 3.420028
0.149960 -0.885268 1.243516 -0.938067 2.753829 5.397917, 1.243516, -0.309634, -0.253233, 0.353210, -0.478261, 3.420028
0.154337 -0.887435 1.270067 -0.923569 2.730913 5.395751, 1.270067, -0.310182, -0.252561, 0.358403, -0.459913, 3.420028
0.158704 -0.888451 1.296661 -0.907593 2.706347 5.394735, 1.296661, -0.310438, -0.252246, 0.363424, -0.441746, 3.420028
0.163058 -0.888318 1.323303 -0.890206 2.680208 5.394868, 1.323303, -0.310405, -0.252287, 0.368266, -0.423770, 3.420028
0.167398 -0.887039 1.349989 -0.871480 2.652575 5.396146, 1.349989, -0.310082, -0.252684, 0.372923, -0.405996, 3.420028
0.171721 -0.884623 1.376717 -0.851490 2.623530 5.398562, 1.376717, -0.309470, -0.253433, 0.377387, -0.388437, 3.420028
0.176024 -0.881079 1.403480 -0.830308 2.593155 5.402106, 1.403480, -0.308570, -0.254528, 0.381654, -0.371103, 3.420028
0.180307 -0.876421 1.430277 -0.808007 2.561532 5.406764, 1.430277, -0.307382, -0.255962, 0.385719, -0.354002, 3.420028
0.184568 -0.870665 1.457106 -0.784655 2.528732 5.412521, 1.457106, -0.305903, -0.257727, 0.389578, -0.337139, 3.420028
0.188809 -0.863825 1.483973 -0.760315 2.494823 5.419361, 1.483973, -0.304133, -0.259814, 0.393230, -0.320514, 3.420028
0.193030 -0.855916 1.510886 -0.735041 2.459860 5.427269, 1.510886, -0.302069, -0.262211, 0.396675, -0.304123, 3.420028
0.197234 -0.846953 1.537859 -0.708881 2.423889 5.436233, 1.537859, -0.299706, -0.264908, 0.399914, -0.287960, 3.420028
0.201425 -0.836943 1.564913 -0.681872 2.386944 5.446242, 1.564913, -0.297040, -0.267894, 0.402948, -0.272013, 3.420028
0.205608 -0.825893 1.592069 -0.654046 2.349046 5.457292, 1.592069, -0.294061, -0.271160, 0.405780, -0.256270, 3.420028
0.209786 -0.813805 1.619356 -0.625422 2.310209 5.469381, 1.619356, -0.290762, -0.274695, 0.408413, -0.240716, 3.420028
0.213967 -0.800673 1.646805 -0.596016 2.270432 5.482512, 1.646805, -0.287130, -0.278489, 0.410849, -0.225335, 3.420028
0.218157 -0.786489 1.674448 -0.565833 2.229708 5.496696, 1.674448, -0.283151, -0.282534, 0.413092, -0.210107, 3.420028
0.222363 -0.771236 1.702326 -0.534871 2.188015 5.511949, 1.702326, -0.278809, -0.286820, 0.415145, -0.195015, 3.420028
0.226594 -0.754891 1.730478 -0.503121 2.145325 5.528294, 1.730478, -0.274084, -0.291338, 0.417011, -0.180036, 3.420028
0.230857 -0.737424 1.758950 -0.470567 2.101596 5.545762, 1.758950, -0.268953, -0.296081, 0.418693, -0.165149, 3.420028
0.235164 -0.718793 1.787794 -0.437183 2.056773 5.564392, 1.787794, -0.263391, -0.301040, 0.420193, -0.150331, 3.420028
0.239524 -0.698949 1.817065 -0.402935 2.010790 5.584236, 1.817065, -0.257366, -0.306207, 0.421515, -0.135557, 3.420028
0.243951 -0.677829 1.846828 -0.367778 1.963561 5.605356, 1.846828, -0.250841, -0.311574, 0.422660, -0.120797, 3.420028
0.248459 -0.655354 1.877155 -0.331654 1.914985 5.627831, 1.877155, -0.243776, -0.317133, 0.423631, -0.106021, 3.420028
0.253063 -0.631429 1.908129 -0.294493 1.864935 5.651756, 1.908129, -0.236120, -0.322874, 0.424429, -0.091194, 3.420028
0.257784 -0.605938 1.939847 -0.256211 1.813261 5.677247, 1.939847, -0.227813, -0.328787, 0.425056, -0.076276, 3.420028
0.262642 -0.578741 1.972415 -0.216710 1.759790 5.704445, 1.972415, -0.218788, -0.334861, 0.425512, -0.061224, 3.420028
0.267661 -0.549682 2.005944 -0.175893 1.704338 5.733504, 2.005944, -0.208966, -0.341076, 0.425799, -0.045996, 3.420028
0.272862 -0.518611 2.040516 -0.133698 1.646759 5.764574, 2.040516, -0.198270, -0.347403, 0.425917, -0.030558, 3.420028
0.278253 -0.485465 2.076113 -0.090198 1.587076 5.797721, 2.076113, -0.186648, -0.353783, 0.425867, -0.014924, 3.420028
0.283805 -0.450419 2.112467 -0.045781 1.525736 5.832766, 2.112467, -0.174137, -0.360106, 0.425657, 0.000792, 3.420028
0.289438 -0.414027 2.148970 -0.001259 1.463775 5.869159, 2.148970, -0.160920, -0.366203, 0.425304, 0.016344, 3.420028
0.295052 -0.377025 2.184910 0.042430 1.402431 5.906160, 2.184910, -0.147262, -0.371906, 0.424837, 0.031458, 3.420028
0.300584 -0.339946 2.219843 0.084686 1.342501 5.943239, 2.219843, -0.133375, -0.377109, 0.424288, 0.045990, 3.420028
0.306018 -0.303035 2.253630 0.125290 1.284269 5.980150, 2.253630, -0.119367, -0.381774, 0.423684, 0.059922, 3.420028
0.311358 -0.266378 2.286280 0.164209 1.227762 6.016807, 2.286280, -0.105296, -0.385892, 0.423048, 0.073296, 3.420028
0.316615 -0.230007 2.317843 0.201465 1.172931 6.053178, 2.317843, -0.091194, -0.389466, 0.422395, 0.086167, 3.420028
0.321799 -0.193940 2.348370 0.237082 1.119723 6.089245, 2.348370, -0.077091, -0.392501, 0.421742, 0.098586, 3.420028
0.326921 -0.158198 2.377902 0.271080 1.068097 6.124987, 2.377902, -0.063016, -0.395005, 0.421098, 0.110597, 3.420028
0.331987 -0.122802 2.406475 0.303468 1.018020 6.160384, 2.406475, -0.048997, -0.396988, 0.420475, 0.122239, 3.420028
0.337004 -0.087770 2.434120 0.334255 0.969464 6.195416, 2.434120, -0.035063, -0.398460, 0.419878, 0.133545, 3.420028
0.341980 -0.053117 2.460866 0.363450 0.922405 6.230068, 2.460866, -0.021237, -0.399436, 0.419314, 0.144545, 3.420028
0.346920 -0.018856 2.486741 0.391062 0.876813 6.264329, 2.486741, -0.007542, -0.399929, 0.418787, 0.155268, 3.420028
0.351831 0.015007 2.511775 0.417101 0.832660 0.015007, 2.511775, 0.006003, -0.399955, 0.418301, 0.165739, 3.420028
0.356719 0.048472 2.535996 0.441579 0.789914 0.048472, 2.535996, 0.019381, -0.399530, 0.417858, 0.175984, 3.420028
0.361591 0.081539 2.559434 0.464506 0.748544 0.081539, 2.559434, 0.032579, -0.398671, 0.417459, 0.186023, 3.420028
0.366453 0.114212 2.582115 0.485894 0.708515 0.114212, 2.582115, 0.045586, -0.397394, 0.417106, 0.195879, 3.420028
0.371312 0.146497 2.604066 0.505751 0.669798 0.146497, 2.604066, 0.058390, -0.395715, 0.416799, 0.205569, 3.420028
0.376175 0.178402 2.625312 0.524085 0.632361 0.178402, 2.625312, 0.070983, -0.393651, 0.416537, 0.215112, 3.420028
0.381047 0.209933 2.645877 0.540902 0.596174 0.209933, 2.645877, 0.083358, -0.391218, 0.416321, 0.224522, 3.420028
0.385936 0.241098 2.665782 0.556203 0.561210 0.241098, 2.665782, 0.095508, -0.388431, 0.416149, 0.233815, 3.420028
0.390848 0.271905 2.685047 0.569991 0.527444 0.271905, 2.685047, 0.107427, -0.385304, 0.416022, 0.243002, 3.420028
0.395789 0.302359 2.703690 0.582265 0.494848 0.302359, 2.703690, 0.119109, -0.381855, 0.415938, 0.252096, 3.420028
0.400765 0.332469 2.721729 0.593019 0.463401 0.332469, 2.721729, 0.130551, -0.378096, 0.415897, 0.261105, 3.420028
0.405785 0.362239 2.739177 0.602250 0.433080 0.362239, 2.739177, 0.141748, -0.374042, 0.415897, 0.270040, 3.420028
0.410853 0.391676 2.756051 0.609949 0.403862 0.391676, 2.756051, 0.152695, -0.369708, 0.415938, 0.278908, 3.420028
0.415978 0.420782 2.772361 0.616105 0.375727 0.420782, 2.772361, 0.163390, -0.365108, 0.416019, 0.287716, 3.420028
0.421167 0.449563 2.788121 0.620705 0.348655 0.449563, 2.788121, 0.173829, -0.360255, 0.416139, 0.296469, 3.420028
0.426427 0.478021 2.803340 0.623735 0.322624 0.478021, 2.803340, 0.184009, -0.355163, 0.416297, 0.305172, 3.420028
0.431063 0.502488 2.816132 0.625079 0.300835 0.502488, 2.816132, 0.192643, -0.350555, 0.416465, 0.312698, 3.420028
0.435743 0.526610 2.828477 0.625210 0.279894 0.526610, 2.828477, 0.201042, -0.345806, 0.416659, 0.320158, 3.420028
0.440476 0.550395 2.840386 0.624130 0.259772 0.550395, 2.840386, 0.209210, -0.340927, 0.416880, 0.327558, 3.420028
0.445267 0.573852 2.851872 0.621834 0.240442 0.573852, 2.851872, 0.217148, -0.335926, 0.417127, 0.334900, 3.420028
0.450123 0.596987 2.862946 0.618317 0.221879 0.596987, 2.862946, 0.224861, -0.330813, 0.417400, 0.342187, 3.420028
0.455052 0.619806 2.873616 0.613568 0.204058 0.619806, 2.873616, 0.232351, -0.325597, 0.417697, 0.349419, 3.420028
0.460062 0.642310 2.883891 0.607575 0.186955 0.642310, 2.883891, 0.239619, -0.320286, 0.418020, 0.356599, 3.420028
0.465159 0.664503 2.893778 0.600320 0.170548 0.664503, 2.893778, 0.246667, -0.314889, 0.418367, 0.363726, 3.420028
0.470355 0.686384 2.903283 0.591784 0.154811 0.686384, 2.903283, 0.253498, -0.309417, 0.418740, 0.370800, 3.420028
0.475657 0.707951 2.912412 0.581940 0.139724 0.707951, 2.912412, 0.260111, -0.303878, 0.419137, 0.377819, 3.420028
0.481078 0.729201 2.921168 0.570759 0.125261 0.729201, 2.921168, 0.266510, -0.298283, 0.419560, 0.384781, 3.420028
0.486628 0.750129 2.929556 0.558203 0.111400 0.750129, 2.929556, 0.272693, -0.292640, 0.420009, 0.391682, 3.420028
0.492322 0.770725 2.937575 0.544229 0.098116 0.770725, 2.937575, 0.278662, -0.286962, 0.420486, 0.398520, 3.420028
0.498174 0.790980 2.945229 0.528786 0.085384 0.790980, 2.945229, 0.284417, -0.281260, 0.420990, 0.405288, 3.420028
0.504201 0.810878 2.952516 0.511810 0.073177 0.810878, 2.952516, 0.289957, -0.275545, 0.421523, 0.411980, 3.420028
0.510424 0.830399 2.959433 0.493230 0.061467 0.830399, 2.959433, 0.295280, -0.269832, 0.422088, 0.418586, 3.420028
0.516865 0.849518 2.965976 0.472958 0.050224 0.849518, 2.965976, 0.300385, -0.264138, 0.422685, 0.425095, 3.420028
0.523548 0.868197 2.972137 0.450895 0.039418 0.868197, 2.972137, 0.305266, -0.258482, 0.423318, 0.431492, 3.420028
0.531481 0.888843 2.978663 0.423480 0.027615 0.888843, 2.978663, 0.310537, -0.252124, 0.424084, 0.438605, 3.420028
0.539492 0.908033 2.984439 0.394578 0.016694 0.908033, 2.984439, 0.315318, -0.246119, 0.424873, 0.445255, 3.420028
0.547525 0.925607 2.989459 0.364517 0.006626 0.925607, 2.989459, 0.319594, -0.240540, 0.425677, 0.451375, 3.420028
0.555545 0.941500 2.993747 0.333559 -0.002665 0.941500, 2.993747, 0.323377, -0.235430, 0.426492, 0.456933, 3.420028
0.563538 0.955709 2.997341 0.301890 -0.011277 0.955709, 2.997341, 0.326689, -0.230812, 0.427315, 0.461918, 3.420028
0.571503 0.968257 3.000286 0.269638 -0.019319 0.968257, 3.000286, 0.329560, -0.226695, 0.428145, 0.466328, 3.420028
0.579444 0.979177 3.002623 0.236899 -0.026893 0.979177, 3.002623, 0.332015, -0.223082, 0.428982, 0.470169, 3.420028
0.587368 0.988499 3.004386 0.203746 -0.034098 0.988499, 3.004386, 0.334081, -0.219978, 0.429824, 0.473444, 3.420028
0.595284 0.996248 3.005605 0.170242 -0.041025 0.996248, 3.005605, 0.335775, -0.217382, 0.430673, 0.476155, 3.420028
0.603198 1.002440 3.006302 0.136443 -0.047756 1.002440, 3.006302, 0.337115, -0.215299, 0.431530, 0.478304, 3.420028
0.611119 1.007085 3.006493 0.102397 -0.054374 1.007085, 3.006493, 0.338111, -0.213731, 0.432393, 0.479891, 3.420028
0.619056 1.010187 3.006189 0.068145 -0.060954 1.010187, 3.006189, 0.338773, -0.212681, 0.433266, 0.480912, 3.420028
0.627019 1.011741 3.005394 0.033723 -0.067574 1.011741, 3.005394, 0.339103, -0.212154, 0.434147, 0.481363, 3.420028
0.635020 1.011734 3.004106 -0.000844 -0.074313 1.011734, 3.004106, 0.339101, -0.212157, 0.435039, 0.481238, 3.420028
0.643073 1.010141 3.002314 -0.035533 -0.081252 1.010141, 3.002314, 0.338763, -0.212696, 0.435943, 0.480525, 3.420028
0.651189 1.006928 3.000000 -0.070317 -0.088477 1.006928, 3.000000, 0.338078, -0.213784, 0.436861, 0.479211, 3.420028
0.659377 1.002052 2.997143 -0.105141 -0.096073 1.002052, 2.997143, 0.337031, -0.215430, 0.437794, 0.477280, 3.420028
0.667626 0.995480 2.993720 -0.139858 -0.104116 0.995480, 2.993720, 0.335608, -0.217640, 0.438742, 0.474721, 3.420028
0.675879 0.987236 2.989731 -0.174138 -0.112636 0.987236, 2.989731, 0.333802, -0.220399, 0.439697, 0.471544, 3.420028
0.684020 0.977467 2.985221 -0.207413 -0.121589 0.977467, 2.985221, 0.331634, -0.223650, 0.440648, 0.467810, 3.420028
0.691915 0.966442 2.980279 -0.239071 -0.130873 0.966442, 2.980279, 0.329148, -0.227292, 0.441578, 0.463619, 3.420028
0.699481 0.954438 2.974991 -0.268760 -0.140404 0.954438, 2.974991, 0.326396, -0.231227, 0.442478, 0.459081, 3.420028
0.706705 0.941663 2.969415 -0.296428 -0.150156 0.941663, 2.969415, 0.323415, -0.235378, 0.443345, 0.454272, 3.420028
0.713610 0.928248 2.963579 -0.322181 -0.160142 0.928248, 2.963579, 0.320229, -0.239695, 0.444181, 0.449243, 3.420028
0.720231 0.914280 2.957494 -0.346166 -0.170389 0.914280, 2.957494, 0.316849, -0.244144, 0.444992, 0.444027, 3.420028
0.726602 0.899817 2.951167 -0.368523 -0.180928 0.899817, 2.951167, 0.313285, -0.248701, 0.445779, 0.438645, 3.420028
0.732753 0.884900 2.944596 -0.389373 -0.191791 0.884900, 2.944596, 0.309541, -0.253347, 0.446548, 0.433114, 3.420028
0.738709 0.869561 2.937781 -0.408818 -0.203007 0.869561, 2.937781, 0.305618, -0.258065, 0.447301, 0.427447, 3.420028
0.744493 0.853825 2.930719 -0.426940 -0.214603 0.853825, 2.930719, 0.301520, -0.262842, 0.448040, 0.421652, 3.420028
0.750122 0.837710 2.923404 -0.443807 -0.226606 0.837710, 2.923404, 0.297245, -0.267666, 0.448768, 0.415737, 3.420028
0.755613 0.821232 2.915833 -0.459476 -0.239040 0.821232, 2.915833, 0.292794, -0.272528, 0.449487, 0.409709, 3.420028
0.760980 0.804403 2.907998 -0.473992 -0.251930 0.804403, 2.907998, 0.288167, -0.277417, 0.450200, 0.403572, 3.420028
0.766235 0.787231 2.899895 -0.487392 -0.265300 0.787231, 2.899895, 0.283361, -0.282324, 0.450907, 0.397329, 3.420028
0.771389 0.769724 2.891515 -0.499707 -0.279174 0.769724, 2.891515, 0.278375, -0.287241, 0.451610, 0.390984, 3.420028
0.776452 0.751886 2.882852 -0.510962 -0.293575 0.751886, 2.882852, 0.273207, -0.292161, 0.452311, 0.384538, 3.420028
0.781433 0.733720 2.873897 -0.521175 -0.308528 0.733720, 2.873897, 0.267855, -0.297075, 0.453012, 0.377993, 3.420028
0.786338 0.715229 2.864642 -0.530361 -0.324057 0.715229, 2.864642, 0.262316, -0.301977, 0.453713, 0.371348, 3.420028
0.791177 0.696412 2.855076 -0.538532 -0.340186 0.696412, 2.855076, 0.256588, -0.306860, 0.454416, 0.364604, 3.420028
0.795955 0.677268 2.845191 -0.545693 -0.356942 0.677268, 2.845191, 0.250667, -0.311715, 0.455123, 0.357761, 3.420028
0.800680 0.657796 2.834976 -0.551850 -0.374349 0.657796, 2.834976, 0.244550, -0.316537, 0.455834, 0.350816, 3.420028
0.805356 0.637993 2.824420 -0.557003 -0.392436 0.637993, 2.824420, 0.238234, -0.321317, 0.456551, 0.343768, 3.420028
0.809989 0.617855 2.813510 -0.561151 -0.411229 0.617855, 2.813510, 0.231715, -0.326049, 0.457275, 0.336614, 3.420028
0.814585 0.597377 2.802234 -0.564288 -0.430757 0.597377, 2.802234, 0.224990, -0.330726, 0.458008, 0.329352, 3.420028
0.819148 0.576554 2.790580 -0.566407 -0.451050 0.576554, 2.790580, 0.218055, -0.335339, 0.458750, 0.321979, 3.420028
0.823684 0.555380 2.778532 -0.567501 -0.472138 0.555380, 2.778532, 0.210907, -0.339880, 0.459503, 0.314490, 3.420028
0.828197 0.533850 2.766076 -0.567556 -0.494054 0.533850, 2.766076, 0.203540, -0.344342, 0.460268, 0.306881, 3.420028
0.832691 0.511955 2.753196 -0.566560 -0.516829 0.511955, 2.753196, 0.195953, -0.348715, 0.461046, 0.299147, 3.420028
0.837171 0.489690 2.739877 -0.564497 -0.540497 0.489690, 2.739877, 0.188141, -0.352992, 0.461840, 0.291282, 3.420028
0.841641 0.467046 2.726100 -0.561349 -0.565095 0.467046, 2.726100, 0.180100, -0.357161, 0.462649, 0.283281, 3.420028
